Tone,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
2,26.095,0,0,234.85,234.85,234.85,234.85,260.95,260.95,260.95
2,19.955,19.955,19.955,219.5,219.5,219.5,219.5,219.5,19.955,19.955
2,18.452,18.452,221.42,221.42,18.452,18.452,18.452,276.78,18.452,0
2,21.94,21.94,241.34,241.34,241.34,241.34,241.34,285.22,21.94,21.94
2,0,23.967,23.967,239.67,215.71,215.71,263.64,23.967,263.64,23.967
2,22.386,22.386,22.386,22.386,22.386,22.386,179.09,201.47,291.02,22.386
2,21.304,21.304,21.304,234.35,191.74,21.304,255.65,234.35,234.35,276.96
2,17.927,17.927,17.927,215.12,197.2,233.05,197.2,250.98,268.9,268.9
2,0,22.732,0,0,22.732,0,22.732,22.732,0,22.732
2,18.766,0,18.766,18.766,0,18.766,18.766,262.72,18.766,337.79
2,21.724,21.724,0,21.724,217.24,217.24,238.97,260.69,282.41,282.41
2,0,0,22.161,22.161,221.61,221.61,221.61,243.77,22.161,22.161
2,0,0,20.607,20.607,226.68,226.68,206.07,226.68,247.29,247.29
2,17.5,0,0,17.5,17.5,17.5,17.5,17.5,17.5,17.5
2,0,21.202,21.202,212.02,233.22,212.02,233.22,254.42,318.03,21.202
2,22.85,205.65,228.5,228.5,22.85,228.5,228.5,251.35,274.2,274.2
2,0,21.724,238.97,217.24,21.724,21.724,21.724,21.724,21.724,21.724
2,21.512,21.512,215.12,215.12,21.512,215.12,21.512,21.512,236.63,21.512
2,21.512,21.512,215.12,215.12,236.63,215.12,21.512,279.66,21.512,21.512
2,19.6,19.6,215.6,215.6,215.6,235.2,19.6,19.6,294,19.6
2,160.78,22.969,22.969,206.72,206.72,206.72,252.66,252.66,252.66,22.969
2,0,21.512,21.512,236.63,236.63,215.12,215.12,21.512,21.512,21.512
2,216.89,198.81,18.074,18.074,198.81,234.96,234.96,253.03,253.03,325.33
2,23.71,142.26,165.97,189.68,165.97,213.39,237.1,237.1,23.71,23.71
2,19.258,173.32,211.83,211.83,231.09,231.09,231.09,269.61,19.258,19.258
2,210,190.91,229.09,248.18,210,229.09,19.091,19.091,19.091,0
2,169.62,190.82,233.22,233.22,233.22,233.22,233.22,233.22,254.42,21.202
2,19.258,173.32,192.58,154.06,211.83,231.09,231.09,19.258,269.61,19.258
2,188.75,188.75,188.75,205.91,188.75,188.75,205.91,257.39,257.39,291.71
2,185.47,123.64,20.607,206.07,185.47,20.607,164.86,247.29,267.9,267.9
2,174.85,155.42,233.13,233.13,233.13,213.7,252.56,271.98,271.98,271.98
2,21.304,21.304,21.304,213.04,234.35,234.35,234.35,234.35,298.26,21.304
2,177.19,157.5,19.688,157.5,177.19,196.88,19.688,236.25,295.31,19.688
2,19.688,19.688,19.688,216.56,196.88,216.56,216.56,19.688,255.94,255.94
2,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,0
2,153.84,205.12,205.12,205.12,205.12,153.84,256.4,256.4,282.03,256.4
2,21,189,21,21,231,231,252,273,252,21
2,161.1,20.137,20.137,20.137,221.51,241.64,241.64,261.78,221.51,20.137
2,19.6,19.6,196,215.6,215.6,19.6,19.6,215.6,19.6,19.6
2,18.375,18.375,18.375,18.375,220.5,18.375,18.375,18.375,18.375,18.375
2,168.18,18.686,168.18,224.24,224.24,224.24,224.24,261.61,280.3,18.686
2,15.978,15.978,15.978,15.978,15.978,15.978,255.65,271.63,15.978,15.978
2,19.174,19.174,19.174,19.174,19.174,19.174,19.174,230.09,287.61,19.174
2,197.76,197.76,237.31,19.776,19.776,19.776,19.776,217.53,276.86,19.776
2,197.2,197.2,233.05,233.05,215.12,17.927,197.2,268.9,250.98,17.927
2,154.35,242.55,176.4,176.4,154.35,242.55,264.6,264.6,264.6,22.05
2,171.82,190.91,19.091,19.091,19.091,19.091,210,19.091,19.091,19.091
2,185.47,185.47,206.07,206.07,226.68,206.07,247.29,267.9,288.5,309.11
2,17.362,225.71,190.98,208.35,208.35,17.362,260.43,260.43,17.362,17.362
2,158.21,237.31,79.103,197.76,177.98,237.31,197.76,217.53,296.64,257.09
2,197.76,177.98,158.21,197.76,177.98,217.53,237.31,257.09,296.64,336.19
2,172.1,193.61,193.61,193.61,172.1,215.12,193.61,236.63,258.15,279.66
2,161.1,201.37,181.23,201.37,181.23,221.51,201.37,281.92,281.92,20.137
2,18.766,131.36,187.66,225.19,225.19,18.766,225.19,243.96,18.766,18.766
2,20.802,20.802,20.802,228.82,20.802,20.802,249.62,20.802,270.42,228.82
2,166.07,129.16,18.452,18.452,18.452,18.452,18.452,18.452,221.42,18.452
2,19.174,210.91,230.09,230.09,230.09,230.09,249.26,268.43,287.61,19.174
2,181.23,161.1,201.37,221.51,221.51,221.51,261.78,20.137,302.05,302.05
2,158.92,19.865,19.865,238.38,198.65,238.38,258.24,238.38,278.11,19.865
2,164.09,205.12,205.12,225.63,205.12,225.63,225.63,287.16,246.14,307.67
2,20.229,222.52,242.75,242.75,222.52,202.29,242.75,262.98,20.229,20.229
2,19.955,219.5,19.955,239.46,239.46,199.55,259.41,239.46,19.955,19.955
2,176.4,198.45,198.45,198.45,22.05,220.5,220.5,220.5,264.6,286.65
2,169.62,18.846,207.31,226.15,18.846,18.846,226.15,207.31,18.846,245
2,20.512,143.58,143.58,184.6,225.63,205.12,225.63,246.14,20.512,20.512
2,161.83,202.29,222.52,242.75,222.52,202.29,222.52,283.21,283.21,303.44
2,19.009,19.009,19.009,19.009,228.1,190.09,209.09,209.09,285.13,285.13
2,156.88,156.88,226.6,226.6,244.03,191.74,209.17,244.03,261.46,17.431
2,171.08,247.11,228.1,19.009,19.009,190.09,19.009,285.13,266.12,19.009
2,21.408,21.408,128.45,171.26,171.26,192.67,235.49,256.89,214.08,256.89
2,18.452,18.452,221.42,184.52,184.52,202.97,221.42,18.452,239.87,258.33
2,160.36,180.41,20.045,220.5,240.55,220.5,240.55,260.59,300.68,20.045
2,20.704,20.704,20.704,186.34,144.93,248.45,248.45,289.86,20.704,20.704
2,194.27,213.7,19.427,233.13,233.13,252.56,252.56,271.98,291.41,19.427
2,194.15,221.89,221.89,221.89,221.89,249.62,277.36,305.09,388.3,360.57
2,18.375,0,0,238.88,18.375,220.5,220.5,238.88,257.25,18.375
2,0,0,19.258,231.09,231.09,231.09,19.258,19.258,269.61,19.258
2,17.57,17.57,245.98,228.41,17.57,17.57,17.57,17.57,17.57,0
2,17.57,0,17.57,228.41,228.41,17.57,17.57,17.57,17.57,17.57
2,20.229,0,20.229,222.52,222.52,20.229,242.75,262.98,20.229,20.229
2,0,0,20.137,0,0,20.137,20.137,20.137,20.137,20.137
2,19.174,0,0,19.174,19.174,210.91,19.174,230.09,249.26,230.09
2,15.921,0,15.921,238.81,15.921,15.921,15.921,222.89,270.65,15.921
2,19.6,0,19.6,196,19.6,19.6,196,176.4,254.8,19.6
2,0,0,18.529,18.529,222.35,203.82,18.529,240.88,277.94,18.529
2,0,0,19.955,19.955,19.955,219.5,219.5,259.41,259.41,19.955
2,19.427,0,19.427,19.427,135.99,233.13,135.99,194.27,252.56,291.41
2,0,17.093,0,0,17.093,17.093,17.093,17.093,17.093,17.093
2,20.607,0,0,206.07,20.607,206.07,247.29,247.29,267.9,329.72
2,20.512,0,0,0,20.512,20.512,246.14,246.14,20.512,20.512
2,0,0,0,18.148,18.148,235.93,18.148,254.07,308.52,272.22
2,0,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6
2,17.431,17.431,17.431,17.431,244.03,191.74,174.31,261.46,244.03,261.46
2,20.802,20.802,20.802,20.802,20.802,20.802,20.802,270.42,270.42,291.23
2,20.512,20.512,225.63,225.63,225.63,205.12,225.63,225.63,246.14,20.512
2,21.408,21.408,235.49,235.49,235.49,21.408,235.49,21.408,21.408,21.408
2,16.832,16.832,16.832,16.832,16.832,235.65,235.65,16.832,286.15,16.832
2,21.1,21.1,21.1,211,189.9,211,232.11,274.31,21.1,21.1
2,21.832,196.49,218.32,21.832,21.832,21.832,21.832,21.832,283.81,21.832
2,181.23,181.23,201.37,221.51,201.37,20.137,201.37,201.37,261.78,20.137
2,21.94,175.52,21.94,175.52,197.46,263.28,263.28,241.34,285.22,21.94
2,21.408,192.67,214.08,235.49,214.08,21.408,214.08,256.89,21.408,21.408
2,22.732,22.732,204.59,204.59,181.86,181.86,227.32,272.78,295.52,340.98
2,23.333,210,186.67,210,210,210,256.67,210,280,280
2,17.711,17.711,17.711,17.711,212.53,230.24,230.24,230.24,230.24,17.711
2,19.091,19.091,210,210,229.09,210,248.18,267.27,305.45,19.091
2,12.528,0,0,0,12.528,12.528,12.528,12.528,12.528,0
2,19.009,19.009,19.009,19.009,228.1,228.1,228.1,19.009,266.12,19.009
2,19.091,19.091,19.091,229.09,229.09,190.91,19.091,19.091,286.36,305.45
2,20.045,20.045,20.045,20.045,20.045,20.045,20.045,240.55,20.045,20.045
2,17.854,17.854,17.854,17.854,17.854,214.25,214.25,232.11,267.81,17.854
2,15.528,15.528,15.528,15.528,15.528,15.528,15.528,0,0,0
2,15.474,15.474,15.474,15.474,216.63,216.63,15.474,263.05,15.474,15.474
2,0,17.927,0,0,35.854,17.927,17.927,233.05,268.9,268.9
2,19.009,19.009,0,19.009,19.009,19.009,19.009,0,19.009,19.009
2,19.776,0,19.776,19.776,217.53,217.53,237.31,217.53,19.776,19.776
2,19.258,19.258,231.09,231.09,19.258,19.258,19.258,19.258,288.86,19.258
2,16.962,0,0,16.962,16.962,16.962,237.46,254.42,288.35,16.962
2,0,0,24.098,240.98,240.98,240.98,265.08,289.18,289.18,289.18
2,19.427,19.427,19.427,213.7,233.13,19.427,213.7,271.98,310.84,291.41
2,20.607,20.607,20.607,206.07,226.68,185.47,226.68,226.68,267.9,226.68
2,22.5,22.5,22.5,225,225,225,225,225,270,315
2,38.855,19.427,19.427,19.427,19.427,213.7,19.427,233.13,271.98,19.427
2,19.342,19.342,19.342,174.08,19.342,19.342,19.342,19.342,19.342,19.342
2,0,0,0,0,20.323,203.23,20.323,223.55,284.52,20.323
2,23.967,0,0,0,0,23.967,215.71,23.967,23.967,311.58
2,0,0,19.6,39.2,196,156.8,196,215.6,254.8,333.2
2,0,0,16.517,16.517,16.517,214.72,16.517,16.517,247.75,16.517
2,15.75,15.75,15.75,15.75,15.75,15.75,15.75,15.75,0,0
2,16.036,16.036,16.036,16.036,224.51,224.51,224.51,16.036,16.036,256.58
2,16.394,16.394,16.394,16.394,229.52,213.12,229.52,262.3,295.09,16.394
2,14.848,14.848,14.848,29.697,14.848,14.848,207.88,14.848,252.42,14.848
2,0,0,23.967,215.71,215.71,215.71,239.67,23.967,23.967,23.967
2,24.365,243.65,219.28,219.28,219.28,219.28,219.28,219.28,219.28,24.365
2,21.304,21.304,234.35,234.35,234.35,234.35,21.304,21.304,21.304,21.304
2,22.732,227.32,22.732,227.32,22.732,250.05,250.05,250.05,22.732,22.732
2,24.365,243.65,243.65,243.65,219.28,243.65,243.65,268.01,316.74,292.38
2,20.9,229.91,250.81,229.91,229.91,250.81,250.81,271.71,271.71,20.9
2,229.42,254.91,229.42,229.42,229.42,229.42,254.91,280.4,280.4,25.491
2,21.1,211,211,211,211,232.11,232.11,232.11,232.11,21.1
2,21.512,236.63,215.12,215.12,215.12,236.63,258.15,258.15,215.12,279.66
2,23.089,230.89,230.89,230.89,230.89,253.98,23.089,23.089,23.089,23.089
2,230.76,230.76,230.76,230.76,230.76,256.4,282.03,282.03,307.67,307.67
2,228.1,228.1,202.76,228.1,228.1,253.45,253.45,304.14,329.48,329.48
2,22.615,248.77,248.77,248.77,248.77,248.77,271.38,22.615,294,22.615
2,22.273,245,245,245,22.273,22.273,222.73,222.73,22.273,22.273
2,70.843,230.24,212.53,17.711,212.53,247.95,247.95,265.66,17.711,17.711
2,26.095,234.85,26.095,234.85,182.66,156.57,234.85,234.85,260.95,26.095
2,24.775,247.75,222.98,222.98,247.75,247.75,272.53,247.75,24.775,24.775
2,25.2,226.8,25.2,176.4,25.2,201.6,252,252,25.2,0
2,21.512,215.12,215.12,215.12,215.12,236.63,258.15,279.66,21.512,21.512
2,22.161,199.45,221.61,221.61,221.61,221.61,243.77,243.77,288.09,22.161
2,21.408,214.08,214.08,214.08,21.408,21.408,214.08,278.3,256.89,299.71
2,19.427,213.7,19.427,233.13,233.13,252.56,233.13,291.41,19.427,19.427
2,22.615,22.615,226.15,22.615,248.77,248.77,248.77,248.77,271.38,22.615
2,22.732,22.732,181.86,250.05,204.59,204.59,22.732,204.59,272.78,22.732
2,21.618,237.79,237.79,237.79,216.18,237.79,237.79,259.41,281.03,259.41
2,26.566,26.566,212.53,212.53,212.53,239.1,239.1,265.66,318.8,345.36
2,23.457,211.12,140.74,140.74,234.57,258.03,211.12,258.03,258.03,328.4
2,0,0,20.802,208.02,208.02,208.02,208.02,228.82,249.62,249.62
2,22.732,22.732,227.32,204.59,22.732,250.05,272.78,295.52,340.98,22.732
3,211.68,211.68,211.68,211.68,176.4,176.4,176.4,35.28,35.28,35.28
3,227.61,227.61,28.452,28.452,28.452,28.452,28.452,28.452,0,0
3,221.73,221.73,197.09,172.46,24.637,24.637,49.274,0,0,0
3,222.73,222.73,200.45,178.18,155.91,133.64,22.273,22.273,22.273,0
3,31.056,186.34,248.45,155.28,931.69,31.056,31.056,31.056,0,0
3,28.824,201.76,201.76,28.824,0,0,0,0,0,28.824
3,247.29,453.36,412.15,370.93,865.51,247.29,247.29,41.215,0,0
3,41.215,453.36,453.36,206.07,206.07,947.94,370.93,906.73,700.65,41.215
3,61.25,183.75,980,153.13,245,122.5,30.625,30.625,0,0
3,25.057,25.057,200.45,0,25.057,25.057,25.057,25.057,25.057,25.057
3,31.277,218.94,31.277,31.277,31.277,187.66,31.277,31.277,0,31.277
3,47.419,237.1,237.1,189.68,189.68,142.26,47.419,47.419,0,0
3,27.391,0,27.391,164.35,136.96,136.96,136.96,27.391,27.391,27.391
3,27.911,223.29,27.911,195.38,167.47,167.47,167.47,167.47,27.911,0
3,0,0,0,196.62,28.089,168.54,28.089,140.45,28.089,112.36
3,42,0,0,0,168,21,21,21,21,21
3,23.967,23.967,215.71,191.74,143.8,167.77,143.8,143.8,143.8,95.87
3,25.491,0,0,25.491,0,25.491,127.46,25.491,0,0
3,0,0,0,24.637,24.637,24.637,0,49.274,123.18,24.637
3,19.776,19.776,19.776,19.776,19.776,19.776,19.776,19.776,19.776,0
3,21.832,43.663,21.832,0,0,21.832,0,0,21.832,0
3,20.137,20.137,20.137,0,20.137,20.137,20.137,20.137,20.137,20.137
3,22.732,22.732,0,0,227.32,204.59,22.732,22.732,45.464,22.732
3,20.607,20.607,20.607,0,206.07,206.07,164.86,20.607,20.607,20.607
3,17.782,17.782,17.782,17.782,177.82,17.782,17.782,17.782,17.782,17.782
3,26.566,26.566,26.566,26.566,26.566,0,0,0,26.566,26.566
3,23.838,23.838,0,0,0,0,166.86,23.838,23.838,23.838
3,21.94,21.94,21.94,0,0,0,0,21.94,0,21.94
3,213.7,213.7,19.427,19.427,19.427,19.427,19.427,0,0,0
3,55.125,27.563,27.563,27.563,27.563,27.563,27.563,27.563,27.563,0
3,29.597,0,29.597,29.597,0,29.597,29.597,29.597,0,0
3,241.64,211.44,211.44,181.23,181.23,181.23,151.03,151.03,30.205,0
3,54.783,219.13,191.74,356.09,27.391,27.391,27.391,27.391,0,27.391
3,25.057,25.057,225.51,200.45,175.4,175.4,25.057,125.28,25.057,0
3,39.027,195.13,195.13,195.13,0,234.16,78.053,234.16,195.13,117.08
3,32.426,194.56,32.426,194.56,162.13,32.426,32.426,32.426,32.426,32.426
3,44.772,223.86,22.386,0,22.386,0,0,22.386,0,0
3,46.178,23.089,23.089,207.8,184.71,184.71,161.62,23.089,23.089,23.089
3,26.727,187.09,26.727,26.727,26.727,26.727,0,26.727,0,0
3,27.222,0,27.222,163.33,163.33,27.222,27.222,136.11,27.222,27.222
3,212.25,212.25,212.25,23.583,23.583,0,23.583,23.583,0,23.583
3,50.114,225.51,25.057,25.057,175.4,25.057,25.057,150.34,50.114,25.057
3,34.724,173.62,208.35,208.35,173.62,173.62,0,0,0,0
3,28.824,28.824,28.824,0,28.824,28.824,28.824,144.12,172.94,172.94
3,21.304,21.304,21.304,21.304,21.304,21.304,21.304,0,21.304,21.304
3,21.1,21.1,211,21.1,21.1,21.1,0,0,0,0
3,23.333,23.333,23.333,186.67,23.333,23.333,23.333,0,0,0
3,21,21,21,21,21,0,0,0,21,0
3,213.04,213.04,234.35,213.04,21.304,21.304,21.304,21.304,21.304,21.304
3,237.31,237.31,197.76,19.776,19.776,19.776,19.776,177.98,19.776,0
3,178.44,178.44,178.44,152.95,25.491,101.97,25.491,25.491,25.491,25.491
3,23.457,23.457,0,234.57,211.12,23.457,23.457,23.457,211.12,0
3,0,191.74,191.74,191.74,191.74,153.39,153.39,153.39,38.348,38.348
3,31.277,0,0,31.277,406.6,187.66,31.277,31.277,31.277,0
3,0,0,25.789,25.789,232.11,180.53,25.789,25.789,25.789,0
3,20.9,20.9,20.9,20.9,20.9,20.9,20.9,0,0,0
3,21,21,21,210,231,21,21,21,21,21
3,28.636,0,28.636,229.09,229.09,200.45,28.636,28.636,0,28.636
3,0,289.86,20.704,20.704,186.34,20.704,20.704,20.704,20.704,20.704
3,26.89,26.89,26.89,26.89,26.89,161.34,26.89,26.89,26.89,26.89
3,30.839,185.03,185.03,925.17,956.01,956.01,215.87,246.71,30.839,0
3,30.839,30.839,30.839,30.839,30.839,30.839,30.839,0,0,0
3,0,30.205,211.44,211.44,181.23,181.23,30.205,30.205,0,0
3,243.5,243.5,216.44,189.39,27.055,27.055,27.055,81.166,27.055,27.055
3,0,158.44,184.85,26.407,132.04,26.407,26.407,26.407,26.407,26.407
3,55.472,221.89,221.89,194.15,0,0,27.736,0,0,0
3,23.967,23.967,0,23.967,0,0,23.967,0,0,0
3,225.33,225.33,225.33,193.14,193.14,32.19,0,0,0,0
3,25.941,233.47,207.53,181.59,155.65,25.941,25.941,25.941,25.941,51.882
3,232.11,232.11,198.95,33.158,33.158,33.158,0,0,0,165.79
3,193.61,215.12,193.61,193.61,172.1,172.1,150.59,129.07,21.512,21.512
3,26.566,239.1,212.53,26.566,26.566,159.4,26.566,26.566,26.566,26.566
3,230.89,207.8,23.089,23.089,23.089,23.089,23.089,23.089,23.089,0
3,27.222,245,217.78,217.78,190.56,190.56,190.56,27.222,27.222,108.89
3,218.08,24.231,193.85,24.231,24.231,24.231,24.231,24.231,0,24.231
3,20.704,207.04,227.75,207.04,20.704,20.704,0,20.704,0,20.704
3,25.64,25.64,205.12,230.76,205.12,179.48,25.64,25.64,0,0
3,0,26.89,26.89,26.89,242.01,215.12,188.23,161.34,26.89,0
3,0,25.345,25.345,228.1,228.1,202.76,25.345,25.345,0,25.345
3,22.615,22.615,22.615,22.615,226.15,203.54,180.92,22.615,22.615,0
3,0,23.583,23.583,23.583,165.08,23.583,23.583,23.583,23.583,0
3,25.2,25.2,226.8,252,226.8,25.2,176.4,0,25.2,25.2
3,24.637,24.637,24.637,221.73,221.73,24.637,24.637,24.637,24.637,24.637
3,0,0,213.82,240.55,26.727,26.727,0,0,0,0
3,0,0,27.563,220.5,192.94,192.94,165.38,27.563,27.563,27.563
3,19.427,0,19.427,38.855,19.427,19.427,19.427,19.427,19.427,19.427
3,215.87,215.87,215.87,185.03,154.2,30.839,30.839,30.839,154.2,61.678
3,224.71,224.71,196.62,28.089,308.98,252.8,28.089,0,0,0
3,0,0,26.566,239.1,212.53,185.96,159.4,132.83,26.566,26.566
3,21.512,21.512,236.63,215.12,215.12,21.512,21.512,21.512,21.512,0
3,0,0,26.25,0,26.25,26.25,0,26.25,26.25,157.5
3,25.2,25.2,25.2,25.2,25.2,25.2,0,25.2,25.2,126
3,25.64,25.64,25.64,205.12,25.64,179.48,153.84,25.64,0,25.64
3,19.955,19.955,159.64,19.955,199.55,159.64,19.955,19.955,19.955,19.955
3,20.9,20.9,20.9,20.9,20.9,20.9,146.3,20.9,146.3,20.9
3,22.5,22.5,22.5,22.5,0,22.5,0,22.5,0,0
3,0,21.304,0,0,21.304,191.74,170.43,21.304,63.913,21.304
3,28.089,28.089,28.089,28.089,28.089,196.62,28.089,28.089,0,0
3,0,21.1,21.1,21.1,21.1,21.1,21.1,21.1,0,21.1
3,0,0,0,21.512,215.12,193.61,193.61,21.512,21.512,0
3,23.71,23.71,23.71,0,23.71,23.71,23.71,142.26,0,23.71
3,0,26.727,26.727,0,26.727,213.82,26.727,26.727,26.727,0
3,0,0,23.967,191.74,23.967,23.967,23.967,23.967,23.967,23.967
3,19.776,0,0,0,0,177.98,19.776,158.21,19.776,19.776
3,24.5,0,0,0,0,24.5,196,24.5,24.5,24.5
3,26.727,26.727,0,0,0,0,0,26.727,26.727,26.727
3,0,24.915,24.915,24.915,199.32,0,149.49,24.915,24.915,174.41
3,0,0,0,0,20.607,206.07,185.47,144.25,20.607,20.607
3,0,17.227,0,0,0,0,17.227,17.227,17.227,17.227
3,0,17.64,17.64,17.64,17.64,17.64,17.64,17.64,17.64,17.64
3,0,0,0,21.408,0,0,171.26,0,21.408,0
3,22.5,22.5,22.5,22.5,202.5,180,180,22.5,135,22.5
3,23.967,23.967,23.967,23.967,23.967,23.967,23.967,0,0,0
3,22.273,200.45,222.73,22.273,22.273,22.273,22.273,22.273,22.273,22.273
3,19.009,19.009,19.009,19.009,209.09,19.009,171.08,19.009,19.009,19.009
3,20.323,20.323,20.323,20.323,203.23,203.23,182.9,20.323,142.26,20.323
3,18.148,18.148,18.148,18.148,199.63,199.63,18.148,18.148,18.148,18.148
3,150.34,200.45,200.45,225.51,200.45,175.4,25.057,25.057,0,25.057
3,20.323,121.94,20.323,20.323,20.323,203.23,162.58,20.323,121.94,20.323
3,24.231,72.692,218.08,24.231,169.62,24.231,169.62,24.231,24.231,24.231
3,193.27,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,0
3,21.304,21.304,21.304,191.74,21.304,21.304,21.304,21.304,149.13,63.913
3,22.273,22.273,22.273,0,22.273,178.18,178.18,155.91,22.273,0
3,19.174,19.174,172.57,230.09,191.74,172.57,172.57,19.174,191.74,19.174
3,156.8,19.6,19.6,196,19.6,19.6,19.6,19.6,19.6,19.6
3,18,18,18,198,216,180,18,18,18,18
3,20.229,20.229,202.29,202.29,20.229,20.229,20.229,20.229,20.229,20.229
3,21.512,172.1,150.59,193.61,21.512,21.512,21.512,21.512,21.512,0
3,200.45,178.18,222.73,245,222.73,178.18,22.273,200.45,22.273,22.273
3,18.608,18.608,18.608,204.68,18.608,18.608,18.608,18.608,18.608,18.608
3,153.39,230.09,191.74,210.91,210.91,191.74,153.39,153.39,134.22,19.174
3,19.955,139.68,19.955,19.955,19.955,19.955,19.955,0,19.955,0
3,24.5,122.5,24.5,220.5,24.5,24.5,24.5,24.5,24.5,24.5
3,25.64,0,0,0,25.64,0,0,0,25.64,0
3,22.273,222.73,22.273,22.273,200.45,22.273,22.273,0,22.273,22.273
3,21.304,21.304,170.43,191.74,21.304,21.304,21.304,149.13,21.304,21.304
3,19.427,19.427,19.427,194.27,19.427,19.427,174.85,19.427,19.427,19.427
3,19.865,19.865,19.865,19.865,19.865,19.865,19.865,19.865,19.865,19.865
3,18.927,189.27,18.927,208.2,189.27,18.927,18.927,18.927,18.927,18.927
3,158.92,178.78,178.78,218.51,19.865,59.595,19.865,19.865,19.865,19.865
3,17.362,190.98,173.62,225.71,17.362,173.62,17.362,17.362,17.362,17.362
3,20.137,20.137,201.37,221.51,120.82,20.137,20.137,20.137,20.137,20.137
3,168.8,126.6,189.9,21.1,189.9,189.9,21.1,21.1,21.1,0
3,22.969,22.969,206.72,229.69,114.84,160.78,22.969,22.969,160.78,22.969
3,16.768,16.768,16.768,16.768,16.768,167.68,16.768,16.768,16.768,16.768
3,184.71,207.8,161.62,23.089,23.089,23.089,23.089,23.089,23.089,0
3,178.18,133.64,22.273,222.73,155.91,178.18,178.18,22.273,178.18,89.091
3,18.074,18.074,18.074,18.074,18.074,18.074,18.074,0,18.074,18.074
3,210,175,17.5,17.5,210,17.5,17.5,17.5,0,17.5
3,21.724,21.724,130.34,195.52,21.724,21.724,21.724,21.724,21.724,0
3,0,162.33,27.055,27.055,27.055,27.055,27.055,27.055,0,0
3,174.65,152.82,152.82,21.832,21.832,196.49,21.832,21.832,0,43.663
3,143.58,164.09,184.6,20.512,20.512,164.09,20.512,20.512,20.512,20.512
3,21.512,172.1,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512
3,19.342,174.08,19.342,19.342,19.342,19.342,19.342,19.342,19.342,19.342
3,192.67,235.49,235.49,21.408,21.408,214.08,21.408,21.408,21.408,21.408
3,18.846,113.08,18.846,226.15,131.92,18.846,18.846,18.846,18.846,18.846
3,179.27,125.49,215.12,17.927,17.927,17.927,17.927,17.927,17.927,17.927
3,184.52,18.452,166.07,18.452,202.97,18.452,18.452,18.452,0,18.452
3,227.12,208.2,227.12,151.42,189.27,18.927,18.927,170.34,18.927,18.927
3,208.02,166.42,145.61,166.42,20.802,20.802,20.802,20.802,20.802,20.802
3,17.782,160.04,160.04,160.04,160.04,17.782,177.82,17.782,17.782,17.782
3,170.34,170.34,170.34,18.927,18.927,208.2,18.927,37.854,113.56,113.56
3,19.955,199.55,19.955,199.55,139.68,19.955,119.73,19.955,19.955,19.955
3,228.41,175.7,210.84,210.84,17.57,17.57,35.139,17.57,17.57,17.57
3,173.79,217.24,195.52,130.34,152.07,21.724,21.724,21.724,21.724,21.724
3,18.452,202.97,18.452,18.452,18.452,18.452,18.452,18.452,18.452,18.452
3,174.65,152.82,152.82,21.832,174.65,21.832,21.832,43.663,21.832,21.832
3,17.64,17.64,17.64,17.64,17.64,17.64,17.64,17.64,17.64,17.64
3,201.6,25.2,25.2,201.6,201.6,176.4,176.4,25.2,0,25.2
3,222.09,222.09,190.36,190.36,31.727,31.727,0,0,95.18,31.727
3,0,0,0,31.727,222.09,412.45,920.07,253.81,0,0
3,0,0,24.915,0,199.32,24.915,971.69,0,24.915,0
3,0,0,0,0,26.407,211.26,343.29,26.407,0,0
3,0,0,0,0,0,22.05,22.05,22.05,0,22.05
3,0,0,0,21.512,215.12,21.512,21.512,0,21.512,0
3,0,0,0,0,0,24.5,196,24.5,24.5,0
3,24.365,24.365,24.365,0,0,24.365,24.365,0,0,0
3,18.846,0,18.846,18.846,18.846,18.846,18.846,0,0,0
3,0,0,0,0,31.5,31.5,0,31.5,0,0
3,19.258,0,0,19.258,0,19.258,19.258,19.258,0,0
3,0,0,0,19.174,153.39,191.74,19.174,19.174,19.174,19.174
3,0,0,0,18.846,18.846,18.846,18.846,18.846,18.846,18.846
3,0,0,0,0,18.608,18.608,18.608,18.608,18.608,18.608
3,21.202,21.202,21.202,0,21.202,21.202,21.202,0,21.202,21.202
3,0,0,0,0,25.491,229.42,25.491,152.95,25.491,25.491
3,0,0,0,0,20.417,20.417,0,20.417,20.417,20.417
3,18.927,18.927,0,18.927,18.927,18.927,0,0,18.927,0
3,22.85,22.85,22.85,22.85,22.85,0,0,22.85,22.85,22.85
3,0,30.205,30.205,30.205,30.205,181.23,30.205,30.205,30.205,0
3,24.5,24.5,24.5,24.5,147,196,196,24.5,24.5,24.5
3,21.202,21.202,169.62,21.202,21.202,21.202,148.41,21.202,21.202,21.202
3,20.045,20.045,20.045,20.045,20.045,180.41,20.045,20.045,20.045,0
3,20.607,20.607,20.607,206.07,226.68,185.47,20.607,20.607,0,20.607
3,146.03,204.44,87.616,175.23,204.44,233.64,204.44,175.23,146.03,29.205
3,26.566,26.566,26.566,26.566,26.566,26.566,26.566,26.566,26.566,26.566
3,24.775,24.775,24.775,222.98,222.98,173.43,198.2,24.775,24.775,24.775
